order_number,order_quantity,product_price,order_line_number,sales,order_date,days_since,order_status,product_line,product_msrp,product_code,customer_name,phone,address,city,postal_code,country,contact_last_name,contact_first_name,deal_size
10217,35,61.38,2,2148,2019-02-04,1216,Shipped,Trucks and Buses,60,S18_2432,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small
10229,28,59.55,7,1667,2019-03-11,1182,Shipped,Trucks and Buses,60,S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small
10246,30,61.99,11,1859,2019-05-05,1128,Shipped,Trucks and Buses,60,S18_2432,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10259,30,49.22,10,1476,2019-06-15,1088,Shipped,Trucks and Buses,60,S18_2432,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Small
10271,25,69.28,11,1732,2019-07-20,1054,Shipped,Trucks and Buses,60,S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small
10281,29,57.73,7,1674,2019-08-19,1025,Shipped,Trucks and Buses,60,S18_2432,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Small
10291,26,57.73,2,1500,2019-09-08,1006,Shipped,Trucks and Buses,60,S18_2432,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Small
10305,41,53.48,11,2192,2019-10-13,972,Shipped,Trucks and Buses,60,S18_2432,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Small
10313,34,52.87,5,1797,2019-10-22,964,Shipped,Trucks and Buses,60,S18_2432,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Small
10322,35,61.21,11,2142,2019-11-04,952,Shipped,Trucks and Buses,60,S18_2432,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Small
10334,34,61.38,1,2086,2019-11-19,938,On Hold,Trucks and Buses,60,S18_2432,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden,Berglund,Christina,Small
10347,50,136.69,8,6834,2019-11-29,929,Shipped,Trucks and Buses,60,S18_2432,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium
10357,41,61.99,7,2541,2019-12-10,919,Shipped,Trucks and Buses,60,S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small
10370,22,96.86,7,2130,2020-01-20,879,Shipped,Trucks and Buses,60,S18_2432,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small
10391,44,38.5,5,1694,2020-03-09,831,Shipped,Trucks and Buses,60,S18_2432,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small
10412,47,61.99,11,2913,2020-05-03,777,Shipped,Trucks and Buses,60,S18_2432,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10425,19,49.22,10,935,2020-05-31,750,In Process,Trucks and Buses,60,S18_2432,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Small
10106,34,90.39,2,3073,2018-02-17,1585,Shipped,Planes,84,S18_2581,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Medium
10120,29,71.81,8,2082,2018-04-29,1515,Shipped,Planes,84,S18_2581,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Small
10133,49,69.27,3,3394,2018-06-27,1457,Shipped,Planes,84,S18_2581,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10145,30,85.32,14,2559,2018-08-25,1399,Shipped,Planes,84,S18_2581,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Small
10168,21,70.96,9,1490,2018-10-28,1336,Shipped,Planes,84,S18_2581,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Small
10210,50,76.88,7,3844,2019-01-12,1261,Shipped,Planes,84,S18_2581,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Medium
10223,47,100.53,9,4724,2019-02-20,1223,Shipped,Planes,84,S18_2581,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium
10235,24,76.03,3,1824,2019-04-02,1183,Shipped,Planes,84,S18_2581,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada,Lincoln,Elizabeth,Small
10250,27,98.84,4,2668,2019-05-11,1145,Shipped,Planes,84,S18_2581,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Small
10263,33,86.17,10,2843,2019-06-28,1098,Shipped,Planes,84,S18_2581,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Small
10275,35,90.39,9,3163,2019-07-23,1074,Shipped,Planes,84,S18_2581,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium
10284,31,71.81,1,2226,2019-08-21,1046,Shipped,Planes,84,S18_2581,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Small
10297,25,82.79,4,2069,2019-09-16,1021,Shipped,Planes,84,S18_2581,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Small
10308,27,82.79,7,2235,2019-10-15,993,Shipped,Planes,84,S18_2581,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Small
10318,31,100.53,9,3116,2019-11-02,976,Shipped,Planes,84,S18_2581,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Medium
10327,45,106.26,8,4781,2019-11-10,969,Resolved,Planes,84,S18_2581,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Medium
10339,27,104.1,2,2810,2019-11-23,957,Shipped,Planes,84,S18_2581,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Small
10353,27,130.21,1,3515,2019-12-04,947,Shipped,Planes,84,S18_2581,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,97561,USA,Lewis,Dan,Medium
10374,42,69.27,2,2909,2020-02-02,888,Shipped,Planes,84,S18_2581,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,Small
10386,21,74.77,18,1570,2020-03-01,861,Resolved,Planes,84,S18_2581,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10398,34,76.88,15,2613,2020-03-30,833,Shipped,Planes,84,S18_2581,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Small
10401,42,76.03,3,3193,2020-04-03,830,On Hold,Planes,84,S18_2581,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,Medium
10416,15,98.84,4,1482,2020-05-10,794,Shipped,Planes,84,S18_2581,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small
10107,29,70.87,6,2055,2018-02-24,1601,Shipped,Motorcycles,60,S18_2625,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small
10120,46,58.15,4,2674,2018-04-29,1538,Shipped,Motorcycles,60,S18_2625,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Small
10134,30,61.78,6,1853,2018-07-01,1476,Shipped,Motorcycles,60,S18_2625,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,Small
10145,30,49.67,10,1490,2018-08-25,1422,Shipped,Motorcycles,60,S18_2625,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Small
10168,46,61.18,5,2814,2018-10-28,1359,Shipped,Motorcycles,60,S18_2625,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Small
10180,25,64.2,13,1605,2018-11-11,1346,Shipped,Motorcycles,60,S18_2625,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Small
10188,32,65.42,5,2093,2018-11-18,1340,Shipped,Motorcycles,60,S18_2625,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Small
10210,40,49.67,3,1986,2019-01-12,1286,Shipped,Motorcycles,60,S18_2625,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Kentary,Mory,Small
10223,28,60.57,5,1695,2019-02-20,1248,Shipped,Motorcycles,60,S18_2625,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Small
10236,23,55.72,2,1281,2019-04-03,1207,Shipped,Motorcycles,60,S18_2625,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Small
10251,29,61.18,6,1774,2019-05-18,1163,Shipped,Motorcycles,60,S18_2625,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,Small
10263,34,58.75,6,1997,2019-06-28,1123,Shipped,Motorcycles,60,S18_2625,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Small
10275,37,63.6,5,2353,2019-07-23,1099,Shipped,Motorcycles,60,S18_2625,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Small
10285,20,49.06,10,981,2019-08-27,1065,Shipped,Motorcycles,60,S18_2625,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Small
10298,32,48.46,2,1550,2019-09-27,1035,Shipped,Motorcycles,60,S18_2625,Atelier graphique,40.32.2555,"54, rue Royale",Nantes,44000,France,Schmitt,Carine,Small
10308,34,52.09,3,1771,2019-10-15,1018,Shipped,Motorcycles,60,S18_2625,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,Frick,Steve,Small
10318,42,52.7,5,2213,2019-11-02,1001,Shipped,Motorcycles,60,S18_2625,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Small
10329,38,138.58,12,5266,2019-11-15,989,Shipped,Motorcycles,60,S18_2625,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Medium
10339,30,62.16,1,1864,2019-11-23,982,Shipped,Motorcycles,60,S18_2625,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Small
10362,23,49.67,3,1142,2020-01-05,940,Shipped,Motorcycles,60,S18_2625,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Small
10374,22,53.3,4,1172,2020-02-02,913,Shipped,Motorcycles,60,S18_2625,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,Small
10389,39,179.0,5,6981,2020-03-03,884,Shipped,Motorcycles,60,S18_2625,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Medium
10402,55,55.72,2,3064,2020-04-07,850,Shipped,Motorcycles,60,S18_2625,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Medium
10417,36,61.18,6,2202,2020-05-13,815,Disputed,Motorcycles,60,S18_2625,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10101,26,145.13,1,3773,2018-01-09,1671,Shipped,Vintage Cars,168,S18_2795,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany,Keitel,Roland,Medium
10110,31,163.69,1,5074,2018-03-18,1604,Shipped,Vintage Cars,168,S18_2795,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Medium
10125,34,190.69,2,6483,2018-05-21,1541,Shipped,Vintage Cars,168,S18_2795,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium
10139,41,194.06,8,7956,2018-07-16,1486,Shipped,Vintage Cars,168,S18_2795,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Large
10149,23,183.94,5,4230,2018-09-12,1429,Shipped,Vintage Cars,168,S18_2795,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,94217,USA,Taylor,Sue,Medium
10173,22,156.94,7,3452,2018-11-05,1376,Shipped,Vintage Cars,168,S18_2795,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy,Rovelli,Giovanni,Medium
10182,21,145.13,4,3047,2018-11-12,1370,Shipped,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10193,22,167.06,8,3675,2018-11-21,1362,Shipped,Vintage Cars,168,S18_2795,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,Medium
10205,40,187.31,3,7492,2018-12-03,1351,Shipped,Vintage Cars,168,S18_2795,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Large
10214,50,190.69,1,9534,2019-01-26,1298,Shipped,Vintage Cars,168,S18_2795,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Large
10227,29,192.38,4,5579,2019-03-02,1264,Shipped,Vintage Cars,168,S18_2795,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Medium
10244,43,138.38,8,5950,2019-04-29,1207,Shipped,Vintage Cars,168,S18_2795,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10255,24,155.25,1,3726,2019-06-04,1172,Shipped,Vintage Cars,168,S18_2795,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Medium
10280,22,202.5,10,4455,2019-08-17,1099,Shipped,Vintage Cars,168,S18_2795,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Medium
10289,43,192.38,3,8272,2019-09-03,1083,Shipped,Vintage Cars,168,S18_2795,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Large
10304,20,178.88,14,3577,2019-10-11,1046,Shipped,Vintage Cars,168,S18_2795,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France,Tonini,Daniel,Medium
10312,25,155.25,11,3881,2019-10-21,1037,Shipped,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10322,36,161.04,2,5797,2019-11-04,1024,Shipped,Vintage Cars,168,S18_2795,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Medium
10332,24,52.67,1,1264,2019-11-17,1012,Shipped,Vintage Cars,168,S18_2795,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Small
10347,21,229.3,6,4815,2019-11-29,1001,Shipped,Vintage Cars,168,S18_2795,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium
10356,30,148.74,1,4462,2019-12-09,992,Shipped,Vintage Cars,168,S18_2795,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,Medium
10367,32,94.79,7,3033,2020-01-12,959,Resolved,Vintage Cars,168,S18_2795,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Medium
10380,21,47.18,8,990,2020-02-16,925,Shipped,Vintage Cars,168,S18_2795,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10390,26,78.11,7,2030,2020-03-04,909,Shipped,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small
10421,35,155.25,1,5433,2020-05-29,824,In Process,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10109,26,121.44,1,3157,2018-03-10,1636,Shipped,Classic Cars,132,S18_2870,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Medium
10123,46,112.2,3,5161,2018-05-20,1566,Shipped,Classic Cars,132,S18_2870,Atelier graphique,40.32.2555,"54, rue Royale",Nantes,44000,France,Schmitt,Carine,Medium
10137,37,117.48,3,4346,2018-07-10,1516,Shipped,Classic Cars,132,S18_2870,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium
10148,27,130.68,10,3528,2018-09-11,1454,Shipped,Classic Cars,132,S18_2870,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium
10161,23,138.6,9,3187,2018-10-17,1419,Shipped,Classic Cars,132,S18_2870,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Medium
10172,39,154.44,7,6023,2018-11-05,1401,Shipped,Classic Cars,132,S18_2870,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Medium
10181,27,143.88,3,3884,2018-11-12,1395,Shipped,Classic Cars,132,S18_2870,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Medium
10192,38,130.68,8,4965,2018-11-20,1388,Shipped,Classic Cars,132,S18_2870,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Medium
10204,27,154.44,14,4169,2018-12-02,1377,Shipped,Classic Cars,132,S18_2870,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Medium
10212,40,122.76,7,4910,2019-01-16,1333,Shipped,Classic Cars,132,S18_2870,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10226,24,134.64,5,3231,2019-02-26,1293,Shipped,Classic Cars,132,S18_2870,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,91217,USA,Thompson,Valarie,Medium
10241,44,155.76,12,6853,2019-04-13,1248,Shipped,Classic Cars,132,S18_2870,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,67000,France,Citeaux,Frederique,Medium
10253,37,139.92,2,5177,2019-06-01,1200,Cancelled,Classic Cars,132,S18_2870,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium
10266,20,141.24,3,2824,2019-07-06,1166,Shipped,Classic Cars,132,S18_2870,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Small
10278,39,110.88,3,4324,2019-08-06,1136,Shipped,Classic Cars,132,S18_2870,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,83030,USA,King,Sue,Medium
10287,44,114.84,1,5052,2019-08-30,1113,Shipped,Classic Cars,132,S18_2870,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Medium
10301,22,146.52,5,3223,2018-10-05,1443,Shipped,Classic Cars,132,S18_2870,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway,Klaeboe,Jan,Medium
10311,43,122.76,10,5278,2019-10-16,1068,Shipped,Classic Cars,132,S18_2870,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10321,27,105.6,7,2851,2019-11-04,1050,Shipped,Classic Cars,132,S18_2870,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Small
10331,26,64.9,10,1687,2019-11-17,1038,Shipped,Classic Cars,132,S18_2870,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,Hernandez,Rosa,Small
10343,25,52.32,3,1308,2019-11-24,1032,Shipped,Classic Cars,132,S18_2870,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Small
10366,49,125.4,2,6144,2020-01-10,986,Shipped,Classic Cars,132,S18_2870,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium,Cartrain,Pascale,Medium
10379,29,176.8,5,5127,2020-02-10,956,Shipped,Classic Cars,132,S18_2870,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10407,41,155.76,12,6386,2020-04-22,885,On Hold,Classic Cars,132,S18_2870,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Medium
10419,55,139.92,2,7695,2020-05-17,861,Shipped,Classic Cars,132,S18_2870,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Large
10103,27,83.07,12,2242,2018-01-29,1701,Shipped,Vintage Cars,101,S18_2949,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Small
10112,23,110.43,2,2539,2018-03-24,1648,Shipped,Vintage Cars,101,S18_2949,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden,Berglund,Christina,Small
10126,31,90.17,12,2795,2018-05-28,1584,Shipped,Vintage Cars,101,S18_2949,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Small
10139,46,120.56,1,5545,2018-07-16,1536,Shipped,Vintage Cars,101,S18_2949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Medium
10150,47,91.18,9,4285,2018-09-19,1472,Shipped,Vintage Cars,101,S18_2949,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium
10163,31,107.39,2,3329,2018-10-20,1442,Shipped,Vintage Cars,101,S18_2949,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,Hernandez,Maria,Medium
10174,46,121.57,5,5592,2018-11-06,1426,Shipped,Vintage Cars,101,S18_2949,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,Medium
10183,37,89.15,9,3298,2018-11-13,1420,Shipped,Vintage Cars,101,S18_2949,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Medium
10193,28,93.21,1,2609,2018-11-21,1413,Shipped,Vintage Cars,101,S18_2949,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia,Connery,Sean,Small
10206,37,90.17,7,3336,2018-12-05,1400,Shipped,Vintage Cars,101,S18_2949,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Medium
10215,49,112.45,4,5510,2019-01-29,1346,Shipped,Vintage Cars,101,S18_2949,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,Thompson,Steve,Medium
10228,24,104.35,3,2504,2019-03-10,1307,Shipped,Vintage Cars,101,S18_2949,Cambridge Collectables Co.,6175555555,4658 Baden Av.,Cambridge,51247,USA,Tseng,Kyung,Small
10244,30,117.52,1,3525,2019-04-29,1258,Shipped,Vintage Cars,101,S18_2949,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10257,50,88.14,1,4407,2019-06-14,1213,Shipped,Vintage Cars,101,S18_2949,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,94217,USA,Frick,Sue,Medium
10270,31,96.24,10,2983,2019-07-19,1179,Shipped,Vintage Cars,101,S18_2949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Small
10280,46,111.44,3,5126,2019-08-17,1151,Shipped,Vintage Cars,101,S18_2949,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Medium
10291,47,121.57,12,5713,2019-09-08,1130,Shipped,Vintage Cars,101,S18_2949,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Medium
10304,46,100.3,7,4613,2019-10-11,1098,Shipped,Vintage Cars,101,S18_2949,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France,Tonini,Daniel,Medium
10312,37,100.3,4,3711,2019-10-21,1089,Shipped,Vintage Cars,101,S18_2949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10322,33,106.81,12,3524,2019-11-04,1076,Shipped,Vintage Cars,101,S18_2949,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Medium
10347,48,100.3,9,4814,2019-11-29,1052,Shipped,Vintage Cars,101,S18_2949,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium
10357,41,87.13,6,3572,2019-12-10,1042,Shipped,Vintage Cars,101,S18_2949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
